wavelength,flux
4926.065,10.513
4927.198,12.378
4928.332,12.103
4929.468,11.665
4930.602,9.835
4931.739,9.969
4932.874,11.447
4934.011,11.796
4935.146,9.493
4936.281,11.729
4937.419,10.137
4938.556,8.733
4939.694,9.608
4940.831,11.501
4941.97,8.8
4943.107,11.185
4944.244,11.597
4945.384,9.918
4946.522,10.237
4947.663,10.252
4948.801,10.272
4949.942,11.861
4951.081,9.827
4952.22,10.973
4953.362,11.057
4954.501,10.305
4955.644,10.013
4956.784,11.074
4957.927,11.51
4959.067,11.006
4960.208,10.5
4961.352,10.633
4962.493,10.517
4963.638,9.371
4964.779,10.983
4965.924,12.372
4967.067,9.885
4968.209,8.937
4969.355,8.595
4970.498,9.45
4971.645,9.247
4972.788,9.528
4973.935,10.209
4975.079,10.209
4976.224,9.691
4977.371,10.536
4978.516,10.445
4979.664,10.591
4980.81,10.45
4981.958,10.027
4983.104,10.554
4984.251,11.879
4985.4,11.278
4986.547,11.17
4987.697,12.597
4988.844,10.437
4989.995,11.684
4991.143,11.532
4992.291,12.063
4993.442,11.46
4994.591,11.284
4995.743,11.311
4996.892,10.652
4998.044,11.291
4999.194,12.537
5000.344,11.848
5001.497,11.495
5002.647,11.672
5003.801,11.534
5004.952,11.593
5006.106,11.141
5007.258,12.13
5008.413,9.965
5009.565,9.331
5010.717,12.021
5011.873,10.548
5013.026,10.054
5014.182,11.363
5015.335,11.717
5016.492,9.403
5017.646,12.169
5018.8,12.307
5019.958,12.117
5021.112,12.078
5022.27,12.073
5023.426,12.838
5024.584,12.235
5025.74,10.945
5026.896,12.842
5028.055,11.893
5029.212,11.465
5030.372,11.883
5031.529,13.094
5032.689,12.692
5033.847,14.067
5035.005,12.271
5036.166,11.879
5037.325,11.274
5038.486,11.575
5039.646,10.986
5040.808,11.521
5041.967,11.633
5043.127,11.056
5044.29,12.311
5045.45,10.893
5046.614,9.993
5047.775,11.157
5048.939,10.501
5050.1,10.529
5051.262,9.394
5052.427,9.2
5053.589,10.252
5054.754,9.145
5055.917,9.974
5057.083,11.304
5058.247,11.236
5059.41,11.561
5060.577,11.133
5061.741,12.641
5062.908,10.564
5064.073,10.673
5065.241,10.078
5066.406,10.589
5067.572,10.783
5068.74,9.604
5069.906,11.313
5071.075,9.881
5072.242,10.536
5073.412,12.139
5074.579,11.24
5075.746,11.88
5076.917,10.721
5078.084,10.467
5079.255,10.741
5080.424,11.002
5081.596,12.099
5082.765,13.255
5083.934,12.553
5085.106,12.397
5086.276,13.841
5087.449,11.383
5088.619,12.125
5089.792,9.815
5090.963,11.023
5092.135,10.162
5093.309,12.769
5094.48,10.6
5095.655,11.787
5096.828,12.45
5098.003,11.474
5099.176,10.4
5100.352,12.865
5101.525,11.362
5102.699,12.312
5103.875,12.347
5105.049,11.013
5106.227,11.098
5107.401,11.609
5108.579,12.225
5109.754,10.885
5110.93,11.405
5112.108,12.158
5113.284,11.165
5114.463,11.925
5115.64,11.145
5116.82,10.461
5117.997,12.162
5119.174,12.777
5120.354,11.156
5121.533,11.156
5122.713,12.634
5123.892,12.236
5125.074,11.839
5126.252,10.887
5127.432,11.285
5128.614,11.356
5129.794,11.451
5130.977,11.726
5132.157,12.455
5133.341,10.955
5134.522,10.588
5135.703,11.616
5136.887,11.457
5138.069,12.609
5139.254,12.421
5140.436,13.238
5141.622,12.485
5142.804,12.091
5143.987,12.388
5145.174,12.887
5146.357,12.196
5147.544,13.508
5148.728,12.062
5149.916,12.692
5151.1,12.286
5152.285,12.402
5153.473,11.462
5154.659,13.009
5155.848,13.642
5157.034,12.675
5158.223,11.862
5159.41,12.346
